targetCohortDefinitionId,timeAtRiskId,outcomeCohortDefinitionId,subgroupCohortDefinitionId,random.te,random.te.lower,random.te.upper,seTE.random,tau2,se.tau2,tau,lower.predict,upper.predict,seTE.predict
104,5,316,52,-7.131860523921199,-7.4707340914812335,-6.792986956361165,0.17289785436519514,0.35414902003323406,0.2581692856402828,0.5951042093896111,-8.512664414029564,-5.751056633812835,0.6197117782302691
104,5,316,61,-6.685811148168234,-7.011333493941285,-6.360288802395184,0.16608588134309044,0.3260052921742916,0.2406328202022993,0.5709687313455016,-8.010738675085811,-5.360883621250658,0.5946341834740101
104,5,316,62,-6.3706103806595005,-6.633036031268853,-6.108184730050148,0.13389309838309943,0.21115689286966008,0.1563414891325482,0.45951810940338367,-7.437058841323128,-5.304161919995873,0.47862746960897096
104,5,316,71,-6.132453689943655,-6.38067206721794,-5.88423531266937,0.12664435634134089,0.20469211395590947,0.15845060603570332,0.45242912589256395,-7.166520712479335,-5.098386667407975,0.46982007933784825
104,5,316,72,-5.968699594751277,-6.2044358670660005,-5.732963322436553,0.12027581842022667,0.18466900151187138,0.14251566479907385,0.42973131316192376,-6.9508798796374975,-4.986519309865056,0.44624575517143766
104,5,316,81,-5.632965232838659,-5.878675388596176,-5.387255077081142,0.12536462797053805,0.1769346578663598,0.1350574936722674,0.4206360158930281,-6.610940398214812,-4.654990067462506,0.4389202066578289
104,5,316,82,-5.656557123043447,-5.927392020109782,-5.385722225977112,0.1381836090880474,0.2163551099242197,0.17107730992804504,0.4651398821045339,-6.737720765197595,-4.575393480889298,0.4852317175791562
104,5,316,91,-5.455604148856601,-5.714414654248067,-5.196793643465135,0.13204860264419685,0.18554941981596157,0.14652541245895834,0.4307544774183567,-6.4747963407720945,-4.436411956941107,0.4505399574690868
104,5,316,92,-5.52644652163924,-5.823148219106359,-5.229744824172122,0.15138119874011147,0.24248546031689422,0.2018722318605913,0.4924281270570297,-6.691845537316787,-4.361047505961693,0.5151715516688469
104,5,318,21,-11.551547373429027,-12.046450305693215,-11.05664444116484,0.252506135912659,0.21659768446611855,0.265168545011726,0.46540056345702735,-12.772547782572234,-10.330546964285821,0.529487519342676
104,5,318,22,-11.718632686224588,-12.124121268562664,-11.313144103886511,0.20688573133818686,0.07187244562836624,0.19086481211961018,0.268090368399102,-12.499528058914601,-10.937737313534575,0.3386357208855892
104,5,318,31,-11.431336602979847,-11.799519887814151,-11.063153318145543,0.18785206653718473,0.15751915275556277,0.14626043607690664,0.3968868261300226,-12.443899714549719,-10.418773491409976,0.43909856713254447
104,5,318,32,-11.422182660144255,-11.75386010640413,-11.09050521388438,0.1692262964401918,0.12697928008483636,0.12025844097129218,0.3563415216963024,-12.331862037393728,-10.512503282894782,0.3944829774422466
104,5,318,41,-10.398140469047174,-10.691290418713026,-10.104990519381323,0.1495690492163028,0.13986586644106538,0.11882811186429681,0.37398645221593974,-11.326967237843586,-9.469313700250762,0.4027862546370397
104,5,318,42,-10.80030834680461,-11.141657477034617,-10.458959216574602,0.1741609197528759,0.16704936172388207,0.14312770326307492,0.40871672552500476,-11.824811220056407,-9.775805473552811,0.44427625155194794
104,5,318,51,-10.062824126942228,-10.365441353258245,-9.760206900626212,0.1543993811636449,0.1931548817526184,0.16009069266206283,0.43949389273642747,-11.137021275502523,-8.988626978381934,0.4658262022002787
104,5,318,52,-10.43486217814813,-10.780913048550797,-10.088811307745463,0.17655981085992997,0.24484921785927746,0.2030550491724375,0.49482241042547526,-11.646387207704517,-9.223337148591742,0.525378515615334
104,5,318,61,-10.023687451461244,-10.344375135424398,-9.70299976749809,0.1636191718280021,0.1845510769501258,0.15892016946373094,0.4295940839328747,-11.083753088729148,-8.96362181419334,0.4596980643202743
104,5,318,62,-10.188946811261115,-10.510455349912304,-9.867438272609926,0.16403798293601712,0.16474583278671562,0.1470291505029726,0.4058889414442276,-11.198477108580956,-9.179416513941273,0.43778338551438045
104,5,318,71,-10.01103948082521,-10.33794443257918,-9.684134529071239,0.1667913055201805,0.1790257237041122,0.16686637915199526,0.42311431517275827,-11.039873590363586,-8.982205371286833,0.4548022243802667
104,5,318,72,-10.202170556733632,-10.54720036363043,-9.857140749836834,0.1760388505188613,0.20073900962857838,0.1886825596748319,0.44803907154240286,-11.29113242905783,-9.113208684409434,0.4813820587855143
104,5,318,81,-10.238311206064633,-10.643157983641858,-9.833464428487408,0.20655827391248255,0.20864392861175646,0.2058714121765943,0.45677557795021884,-11.394330765087862,-9.082291647041405,0.5013085368647342
104,5,318,82,-10.189795489224823,-10.61759585877018,-9.761995119679465,0.2182695054193815,0.24270647498399894,0.23583182378501888,0.4926524890670897,-11.432361701196866,-8.947229277252779,0.5388395419603319
104,5,318,91,-10.641994003264639,-11.156487600709696,-10.127500405819582,0.2625015569180442,0.2551457808368758,0.28044686301239535,0.5051195708313783,-11.988071490584293,-9.295916515944985,0.569256399367871
104,5,318,92,-10.233682725248492,-10.684139765363698,-9.783225685133287,0.22982924363322674,0.15603220218912478,0.20137405333826963,0.39500911658988935,-11.314328124705654,-9.153037325791331,0.4570051240611486
104,5,319,21,-11.23903061873232,-11.771486602650118,-10.706574634814523,0.27166620821491766,0.2560833137204391,0.30584769366353687,0.5060467505284854,-12.56349999282669,-9.91456124463795,0.5743568946276436
104,5,319,22,-11.191030809356429,-11.669993561386498,-10.71206805732636,0.2443732414514075,0.2186992212144367,0.25135998135873844,0.4676528853909026,-12.40780040274619,-9.974261215966667,0.5276528236936713
104,5,319,31,-9.57988487980354,-9.860202725623207,-9.299567033983873,0.14302193715332467,0.12760923626076406,0.1129171018051052,0.3572243500389693,-10.46721570683791,-8.69255405276917,0.38479151597696853
104,5,319,32,-9.65915890945506,-9.972965689753432,-9.345352129156689,0.1601084421824273,0.17145597553932856,0.15024916623299311,0.4140724278907358,-10.68290707225903,-8.635410746651091,0.44394897093856656
104,5,319,41,-8.817682269324113,-9.161155348675583,-8.474209189972642,0.17524458717647015,0.26767141591428645,0.2396188588904192,0.5173697091193941,-10.077322292355149,-7.558042246293078,0.5462436098014675
104,5,319,42,-8.921113708969473,-9.228674422465911,-8.613552995473036,0.1569216148472306,0.200482527150103,0.16943050983293764,0.44775275225296274,-10.015207378030992,-7.827020039907956,0.4744543395906139
104,5,319,51,-9.115019482207634,-9.542168966050449,-8.68786999836482,0.2179374147750243,0.43738416381004286,0.40873287441297257,0.6613502580403541,-10.720768302437177,-7.50927066197809,0.6963338858398777
104,5,319,52,-9.213754375013782,-9.630138539873034,-8.79737021015453,0.21244480416152378,0.4039373634988603,0.3540578649916098,0.6355606686216984,-10.759069943062446,-7.668438806965116,0.6701269717852644
104,5,319,61,-9.2762357959757,-9.703341948406077,-8.8491296435453215,0.2179153065052913,0.3761744419870484,0.3629586872957367,0.6133306139326884,-10.777197436168658,-7.775274155782741,0.6508928658361094
104,5,319,62,-9.099711200568157,-9.48505365760185,-8.714368743534465,0.19660690710300024,0.31081841859947,0.28591913981164785,0.5575109134353067,-10.462933576555644,-7.73648882458067,0.5911621558591836
104,5,319,71,-9.206938213240006,-9.637073358223676,-8.776803068256337,0.21946073926690518,0.40229845569370387,0.36473299164836237,0.6342700179684547,-10.725217264679326,-7.688659161800686,0.6711642658643862
104,5,319,72,-9.16908186971288,-9.612830439272976,-8.725333300152784,0.22640649168062726,0.4278996202739311,0.3679191349351272,0.6541403674089614,-10.73497758085604,-7.60318615856972,0.692213492897286
104,5,319,81,-9.387522491477656,-9.91818545808373,-8.856859524871581,0.27075138665397763,0.5184944839225688,0.4845042636676732,0.7200656108456845,-11.161498960068492,-7.613546022886818,0.7692859008831635
104,5,319,82,-9.164322434436805,-9.707652776272646,-8.620992092600964,0.2772144519601185,0.5865156899739548,0.5646227024668968,0.765843123605582,-11.042496682283703,-7.286148186589908,0.814471326904455
104,5,319,91,-9.283871842827354,-9.77066768667571,-8.797075998978999,0.24836979030642314,0.34792349308722736,0.32910505146672214,0.5898503989040165,-10.797251769352531,-7.770491916302177,0.6400086294918874
104,5,319,92,-9.210720800619443,-9.797967170268247,-8.623474430970639,0.29962100032497013,0.48435080336234415,0.5185292597703739,0.6959531617589967,-11.002418842789476,-7.41902275844941,0.7577094081493775
104,5,321,21,-10.647285735459313,-11.701653789948976,-9.59291768096965,0.5379527699520927,2.2660200239758703,1.8307885657967176,1.5053305364523335,-14.42729363008652,-6.867277840832107,1.5985659844607603
104,5,321,22,-10.391316315674581,-11.442686363762018,-9.339946267587145,0.5364231467417305,2.2890854568908945,1.8666870450359068,1.5129723913181279,-14.187135057049812,-6.595497574299352,1.6052523942518182
104,5,321,31,-10.943977033942199,-11.884604097206555,-10.003349970677842,0.47992058562499235,1.7166394958466438,1.347806356792487,1.3102058982643314,-14.243422981502766,-7.644531086381631,1.3953362549411807
104,5,321,32,-10.808319203314461,-11.657782596050552,-9.95885581057837,0.43340765413882604,1.51497028371559,1.1503554925499382,1.2308412910345468,-13.893961303960495,-7.722677102668428,1.3049185715521525
104,5,321,41,-10.037804259520223,-10.872399971765732,-9.203208547274714,0.42582196347927526,1.5620184375375905,1.1638664786258162,1.2498073601709947,-13.159952598888502,-6.915655920151946,1.3203570661449635
104,5,321,42,-10.140745777345707,-10.736814725993812,-9.544676828697602,0.3041223988551937,0.6788526320670161,0.4899300638417673,0.8239251374166321,-12.21750395451446,-8.063987600176954,0.87826138794350606
104,5,321,51,-9.941280615195534,-10.677467543669636,-9.205093686721433,0.3756124777195137,1.2055720402157406,0.8765833500871645,1.0979854462677274,-12.685321635892844,-7.197239594498225,1.160455416478519
104,5,321,52,-9.818970375973075,-10.450472099037228,-9.187468652908922,0.32220067717843665,0.8676733081731365,0.6223962854354504,0.9314898325656252,-12.14963907307638,-7.488301678869771,0.9856401902050158
104,5,321,61,-9.258944145589812,-9.876053836295947,-8.641834454883677,0.314857668596881,0.792392650438346,0.5502137910665292,0.8901643951756023,-11.491640347628364,-7.02624794355126,0.9442076053033089
104,5,321,62,-9.063994466049447,-9.694923748431522,-8.433065183667372,0.3219086102391499,0.8742964975423864,0.6102553659369903,0.9350382331981866,-11.402369524401434,-6.72561940769746,0.9888992116937334
104,5,321,71,-8.885015303805963,-9.411479777944274,-8.358550829667651,0.26860925929812773,0.6409727167474081,0.4931336240425056,0.800607717142052,-10.832358519323074,-6.937672088288851,0.8444664889313827
104,5,321,72,-8.691747457318437,-9.28428606499067,-8.099208849646203,0.3023211713817721,0.8340324634405137,0.6235910550572127,0.9132537782240563,-10.910107319792631,-6.473387594844242,0.961993011464304
104,5,321,81,-8.584318173990654,-9.043383713450575,-8.125252634530733,0.23422141584282738,0.4112198290331102,0.35219340221900197,0.6412642427526348,-10.198647515399477,-6.969988832581832,0.6827001542936173
104,5,321,82,-8.359599405572961,-8.876392716672044,-7.842806094473878,0.26367490177140146,0.5544396584913122,0.48509513438774854,0.7446070497190529,-10.22744918407368,-6.491749627072242,0.7899139904543218
104,5,321,91,-8.734511018480976,-9.22072091350842,-8.248301123453533,0.2480708313329252,0.378082975431324,0.32683269171399887,0.6148845220294002,-10.356911583624616,-7.112110453337337,0.6630400536841893
104,5,321,92,-8.328576260996241,-8.834512756433233,-7.8226397655592494,0.2581356083212521,0.38816276962060825,0.36422847037290873,0.6230271018347503,-9.978739873516087,-6.678412648476397,0.674386211235069
104,5,323,21,-8.034383397498607,-8.291271476004397,-7.777495318992817,0.13106775457717082,0.1661154576661048,0.10866136276107691,0.4075726409685822,-8.988313666184926,-7.080453128812287,0.42812873526079315
104,5,323,22,-7.86333043505071,-8.078331025891586,-7.648329844209833,0.10969619469376685,0.11447748290491412,0.07685086907774596,0.3383452126230163,-8.655842616131219,-7.0708182539702005,0.35568348012693385
104,5,323,31,-6.479121706744569,-6.733360813298908,-6.22488260019023,0.12971621344052456,0.19706902738325974,0.1234372262706147,0.4439245739799271,-7.509609605501948,-5.448633807987189,0.4624881873222358
104,5,323,32,-6.243886285920061,-6.405731423113906,-6.082041148726216,0.08257556693411673,0.07845535246887338,0.05018135385769021,0.2800988262540087,-6.894541275349879,-5.593231296490242,0.2920172541535246
104,5,323,41,-6.613480346576722,-6.778769771544816,-6.448190921608628,0.08433288890605954,0.08132575001956738,0.053815566036475374,0.28517669964351466,-7.276095224068217,-5.950865469085227,0.2973849124801209
104,5,323,42,-6.52734594475862,-6.67757065693456,-6.37712123258268,0.0766466697147975,0.0657049327338453,0.044359400796655346,0.25632973439272566,-7.123470512725358,-5.931221376791882,0.2675437248604694
104,5,323,51,-7.075099015306531,-7.251695641207698,-6.898502389405364,0.09010197498226456,0.09310614843119054,0.06474411228820377,0.3051330012161755,-7.783999220949125,-6.366198809663937,0.31815800214185275
104,5,323,52,-7.036923127836844,-7.186845710177365,-6.887000545496323,0.07649251900702801,0.06454514695247705,0.044485814625338245,0.2540573694118654,-7.62809943647531,-6.445746819198378,0.26532292101610366
104,5,323,61,-7.3222033179210495,-7.538191431905962,-7.106215203936137,0.11020004229087821,0.13552118816833444,0.10090013311806378,0.3681320254587129,-8.178415466394053,-6.465991169448046,0.3842723480674166
104,5,323,62,-7.341505563268886,-7.5232525019303,-7.1597586246074725,0.09272973385991323,0.09278317111999426,0.06606966221856574,0.30460330122963913,-8.050956921411526,-6.632054205126247,0.31840536217489274
104,5,323,71,-7.54280881717585,-7.785997574979608,-7.299620059372091,0.12407817680426798,0.18679286479719037,0.1425641130250222,0.43219540117542943,-8.532489470188573,-6.553128164163127,0.4496534874281101
104,5,323,72,-7.472216228370632,-7.703403073120194,-7.24102938362107,0.11795463925517735,0.16332566108762417,0.12267800358420514,0.4041356963788576,-8.39882564299741,-6.545606813743855,0.4209975748260828
104,5,323,81,-7.814231956284611,-8.114715316071464,-7.513748596497757,0.15331065374518543,0.22847016333162798,0.17791490859414513,0.4779855262783885,-8.932691790093061,-6.69577212247616,0.5019704372604069
104,5,323,82,-7.657236979735421,-7.965897751951956,-7.348576207518886,0.1574828796096314,0.25030054418949493,0.19985505310070403,0.5003004539169388,-8.825898253581327,-6.488575705889515,0.5245010977678088
104,5,323,91,-7.957375056732116,-8.242450612506039,-7.672299500958194,0.14544938479612984,0.1869888083213312,0.14644233241057625,0.43242202571253374,-8.98943534733411,-6.925314766130121,0.4562283768672263
104,5,323,92,-7.708440726902346,-8.03706839841495,-7.379813055389741,0.1676702603235459,0.23456748518521142,0.1897606950130136,0.48432167532045417,-8.8678504560435,-6.549030997761191,0.5125239520082716
104,5,324,21,-9.56328774321169,-9.978997853390986,-9.147577633032395,0.21210089239310723,0.24392215306821252,0.21140040755248574,0.4938847568696695,-10.944981916162888,-8.181593570260492,0.5375025038287403
104,5,324,22,-9.401033424866531,-9.889209305636815,-8.912857544096248,0.2490739037150439,0.35486800253271733,0.29997058352292916,0.5957079842781339,-11.060812974172334,-7.741253875560729,0.6456824390089669
104,5,324,31,-9.882088561967057,-10.217789767651434,-9.54638735628268,0.17127927264599963,0.17306871816795694,0.14142267172395445,0.4160152859787209,-11.038579895198058,-8.725597228736056,0.449894773703918
104,5,324,32,-9.376498632407051,-9.676084752531368,-9.076912512282734,0.15285286999527287,0.14467656809631768,0.11451977067827275,0.380363731310331,-10.430250857672938,-8.322746407141164,0.40992751549769074
104,5,324,41,-8.917468802431017,-9.262242536254623,-8.57269506860741,0.17590819859096288,0.20722373230387542,0.16681890366351793,0.4552183347624252,-10.171974437609341,-7.662963167252693,0.4880240021099301
104,5,324,42,-8.549408258159183,-8.92201086391782,-8.176805652400546,0.1901068635432484,0.24412095773994447,0.1920937754157128,0.4940859821326086,-9.910267526032785,-7.188548990285581,0.5293973718353688
104,5,324,51,-7.941053563521758,-8.372472653720381,-7.509634473323135,0.2201158253935289,0.33687910804086757,0.24568972036729247,0.5804128772183363,-9.536741248540322,-6.345365878503195,0.6207496150861006
104,5,324,52,-7.572473979281304,-8.018286144695239,-7.126661813867369,0.22745936605490913,0.36010965955979446,0.25892908484005983,0.6000913760085163,-9.222153604977684,-5.922794353584922,0.6417533971596064
104,5,324,61,-7.171962400675794,-7.610653323256945,-6.733271478094642,0.22382601213159503,0.3482536914790186,0.26230419414360984,0.5901302326427774,-8.794388084523481,-5.549536716828106,0.6311511508234391
104,5,324,62,-6.771047410502462,-7.20070480880287,-6.341390012202053,0.21921698648010424,0.3345410439303675,0.24769432499494387,0.5783952315937325,-8.361066318913997,-5.181028502090926,0.6185443646916409
104,5,324,71,-6.695042493551616,-7.083242836086717,-6.306842151016516,0.1980650387441684,0.31125669763606695,0.26175322373929766,0.5579038426432166,-8.143660719843359,-5.246424267259874,0.5920189669333203
104,5,324,72,-6.331538367924711,-6.6785768374425905,-5.984499898406832,0.17706369721855822,0.2487789570080632,0.20839323615012503,0.498777462409904,-7.626624134186651,-5.036452601662772,0.5292735680919353
104,5,324,81,-5.993872838000289,-6.403230763127196,-5.584514912873383,0.20885992209850265,0.29285242691642105,0.2614151738469106,0.5411584120351647,-7.484976259892256,-4.502769416108323,0.5800645601787905
104,5,324,82,-5.768637612853696,-6.168146289954198,-5.369128935753194,0.20383470321484268,0.27918328404652165,0.2575862350974363,0.5283779746039019,-7.224440219875049,-4.312835005832342,0.5663319435465429
104,5,324,91,-5.492908406513778,-5.914189420266476,-5.07162739276108,0.21494324236348705,0.27519046708323275,0.25304607010949604,0.5245859958893611,-7.066912981167284,-3.9189038318602725,0.5669136305655047
104,5,324,92,-5.28655167685875,-5.759847822913671,-4.813255530803828,0.24148206282779738,0.3466935237004579,0.33097214560189586,0.5888068645154011,-7.053486032544256,-3.5196173211732438,0.6364016894760935
104,5,326,21,-9.020763116091976,-9.179299299172946,-8.862226933011005,0.08088729401738189,0.03471074975077614,0.030143526339819378,0.18630821171053127,-9.473319476742311,-8.56820675544164,0.2031095863917568
104,5,326,22,-8.70379932537652,-8.821325334332863,-8.586273316420177,0.0599633513081738,0.017161963421891118,0.01624000047251503,0.13100367713118252,-9.024818131202796,-8.382780519550245,0.14407486568447178
104,5,326,31,-9.350239277389196,-9.589123180518966,-9.111355374259427,0.12188178201949372,0.13385262077954965,0.09670892664927268,0.36585874429832843,-10.20946864147216,-8.491009913306232,0.38562648971225644
104,5,326,32,-9.43354655964537,-9.67699702855499,-9.19009609073575,0.12421170533230472,0.14099670171909487,0.10174789846209888,0.37549527522872356,-10.314789558290537,-8.552303561000203,0.39550632038016054
104,5,326,41,-8.86474616648245,-9.112878186040888,-8.616614146924011,0.1266002954726068,0.16202146216285404,0.12699813135612686,0.4025188966531311,-9.804928614398188,-7.924563718566711,0.4219586436804031
104,5,326,42,-9.490092915907796,-9.794004473715306,-9.186181358100287,0.1550597665083264,0.22786707412311114,0.17497098189847948,0.4773542438515773,-10.608411333135392,-8.371774498680201,0.5019069687827893
104,5,326,51,-8.825178757215523,-9.099065203546505,-8.551292310884541,0.1397405505873391,0.21068783029118196,0.16526526239714842,0.459007440344034,-9.894256523603069,-7.756100990827978,0.4798075153325911
104,5,326,52,-9.190586563005319,-9.507428094769548,-8.87374503124109,0.16165681321873032,0.27301374676701745,0.214892042233787,0.5225071738904811,-10.409251565671521,-7.971921560339115,0.5469430244797469
104,5,326,61,-8.600991519014798,-8.880524740947118,-8.321458297082478,0.14262161148737543,0.20915204750527372,0.17015365771975707,0.45733144163207684,-9.668390898964045,-7.533592139065552,0.4790542469997835
104,5,326,62,-8.570268649800914,-8.863691717518476,-8.276845582083352,0.14970839772161418,0.22152440632098433,0.18083105848443812,0.4706637932972796,-9.67074597917511,-7.46979132042672,0.4938997982074475
104,5,326,71,-8.298834051795012,-8.600485424336025,-7.997182679253999,0.15390658957021663,0.27158449449529304,0.23547037825946715,0.5211376924530532,-9.494825435144527,-7.102842668445496,0.5433891173076879
104,5,326,72,-8.112051403512094,-8.432614066224163,-7.791488740800025,0.16355538430329686,0.29891731478567607,0.26124195256056276,0.5467333123065359,-9.368094218559351,-6.856008588464837,0.5706730048988432
104,5,326,81,-8.126996502866296,-8.47678136980974,-7.777211635922854,0.1784649461431437,0.3154341490937937,0.2800917770800522,0.5616352455943214,-9.440056491505057,-6.813936514227536,0.5893079721976183
104,5,326,82,-7.792743575571136,-8.172739814010763,-7.41274733713151,0.19387919443264706,0.3674236536520942,0.3352453148022026,0.6061548099719197,-9.210744857907825,-6.374742293234447,0.636406156228824
104,5,326,91,-7.936978299471006,-8.269901844289192,-7.604054754652821,0.16986207269329642,0.25134056245479447,0.22791305211871446,0.5013387701492819,-9.134413295283753,-6.739543303658259,0.5293332468251519
104,5,326,92,-7.494235707238506,-7.864544274623303,-7.123927139853708,0.18893641429421365,0.3103542495660229,0.29606964615233355,0.557094470952659,-8.82497495362738,-6.163496460849632,0.5882611819696908
104,5,332,21,-9.049638186982254,-9.47098093261087,-8.628295441353638,0.21497473879730103,0.37095239269205743,0.2592569237427126,0.609058611869217,-10.488758093195731,-7.610518280768776,0.6458843015688067
104,5,332,22,-8.844222220336935,-9.246111938860142,-8.442332501813727,0.20504954259020183,0.3228144069529774,0.22799069609437203,0.5681675870313067,-10.190098728888067,-7.4983457117858014,0.6040361925161674
104,5,332,31,-8.645496475694584,-8.862842587347375,-8.428150364041793,0.11089291097550252,0.1220370961136054,0.07857501080211153,0.3493380828275174,-9.462146095942584,-7.828846855446583,0.3665164850565744
104,5,332,32,-8.85057674364114,-9.06936719078798,-8.6317862964943,0.1116298303808805,0.1172970470467247,0.07846944711952102,0.34248656476820327,-9.653196357026296,-8.047957130255984,0.3602197469289945
104,5,332,41,-6.5712569320138385,-6.758173164700259,-6.384340699327418,0.09536717723427175,0.10598105749126417,0.07057114841868502,0.3255473198956861,-7.327105069419796,-5.815408794607881,0.33922847166017356
104,5,332,42,-7.13700385985997,-7.398520052143789,-6.8754876675761505,0.1334290805068998,0.20591311103172716,0.1406368182527329,0.453776498985709,-8.190883931290848,-6.0831237884290905,0.472986712875366
104,5,332,51,-5.789804311904608,-6.024126017104284,-5.555482606704932,0.11955408724240625,0.17045859452885584,0.11456463136107499,0.41286631556577225,-6.74751990936808,-4.832088714441136,0.4298276099847714
104,5,332,52,-5.907870668389398,-6.18292129095751,-5.632820045821286,0.14033452896975482,0.23480646265800545,0.16118716800367816,0.4845683260986065,-7.031922536892418,-4.783818799886378,0.5044801707492261
104,5,332,61,-5.45397253042951,-5.711455626969097,-5.196489433889924,0.13137134078512683,0.20530961637351017,0.14351261014132305,0.45311104199027213,-6.505144224121915,-4.402800836737105,0.47177117923119477
104,5,332,62,-5.299456306491853,-5.531706400288455,-5.067206212695252,0.11849712322703893,0.16698430964402114,0.12020576125395206,0.4086371368879989,-6.247465573269159,-4.3514470397145475,0.4254713596202513
104,5,332,71,-4.985848395327683,-5.219703039830402,-4.751993750824965,0.11931578658961821,0.18387663726730255,0.13562936275781506,0.428808392253816,-5.965504131300222,-4.006192659355144,0.44509874656844617
104,5,332,72,-4.968861850825791,-5.2128036543649054,-4.724920047286676,0.1244623908721266,0.20002482991694745,0.15291218980794682,0.44724135532947695,-5.99063994548239,-3.9470837561691914,0.46423670326521305
104,5,332,81,-4.630812702636373,-4.876316706052488,-4.385308699220258,0.12525944627177804,0.18460016744555935,0.13809180901925222,0.4296512160410574,-5.6279890971431374,-3.6336363081296077,0.4475378155260981
104,5,332,82,-4.790845992461708,-5.082393376655244,-4.499298608268173,0.14875139874672408,0.2612742055044727,0.21061406828794554,0.5111498855565486,-5.977005465857298,-3.604686519066119,0.5323543783360664
104,5,332,91,-4.418138405333299,-4.691399896345177,-4.144876914321421,0.13942168997355558,0.21101790420782726,0.1661915275968376,0.4593668514464526,-5.504106529368263,-3.332170281298336,0.4800586545859886
104,5,332,92,-4.602432609778856,-4.9257046218372045,-4.279160597720508,0.16493773079927837,0.29428737265880406,0.25091042160960325,0.5424826012498503,-5.885081361903593,-3.3197838576541194,0.5670024935571442
